market_name,submarket_name,property_type,property_class,metric_name,metric_value,metric_unit,period,data_source,confidence_level,notes
Miami,Brickell,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Miami Brickell office B
Miami,Brickell,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Miami Brickell office C
Miami,Brickell,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Miami Brickell retail A
Miami,Brickell,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Miami Brickell retail B
Miami,Brickell,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Miami Brickell retail C
Miami,Coral Gables,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Miami Coral Gables multifamily A
Miami,Coral Gables,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Miami Coral Gables multifamily B
Miami,Coral Gables,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Miami Coral Gables multifamily C
Miami,Coral Gables,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Miami Coral Gables office A
Miami,Coral Gables,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Miami Coral Gables office B
Miami,Coral Gables,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Miami Coral Gables office C
Miami,Coral Gables,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Miami Coral Gables retail A
Miami,Coral Gables,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Miami Coral Gables retail B
Miami,Coral Gables,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Miami Coral Gables retail C
Miami,Miami Beach,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Miami Miami Beach multifamily A
Miami,Miami Beach,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Miami Miami Beach multifamily B
Miami,Miami Beach,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Miami Miami Beach multifamily C
Miami,Miami Beach,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Miami Miami Beach office A
Miami,Miami Beach,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Miami Miami Beach office B
Miami,Miami Beach,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Miami Miami Beach office C
Miami,Miami Beach,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Miami Miami Beach retail A
Miami,Miami Beach,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Miami Miami Beach retail B
Miami,Miami Beach,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Miami Miami Beach retail C
Miami,Wynwood,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Miami Wynwood multifamily A
Miami,Wynwood,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Miami Wynwood multifamily B
Miami,Wynwood,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Miami Wynwood multifamily C
Miami,Wynwood,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Miami Wynwood office A
Miami,Wynwood,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Miami Wynwood office B
Miami,Wynwood,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Miami Wynwood office C
Miami,Wynwood,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Miami Wynwood retail A
Miami,Wynwood,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Miami Wynwood retail B
Miami,Wynwood,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Miami Wynwood retail C
Miami,Edgewater,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Miami Edgewater multifamily A
Miami,Edgewater,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Miami Edgewater multifamily B
Miami,Edgewater,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Miami Edgewater multifamily C
Miami,Edgewater,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Miami Edgewater office A
Miami,Edgewater,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Miami Edgewater office B
Miami,Edgewater,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Miami Edgewater office C
Miami,Edgewater,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Miami Edgewater retail A
Miami,Edgewater,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Miami Edgewater retail B
Miami,Edgewater,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Miami Edgewater retail C
Miami,Doral,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Miami Doral multifamily A
Miami,Doral,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Miami Doral multifamily B
Miami,Doral,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Miami Doral multifamily C
Miami,Doral,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Miami Doral office A
Miami,Doral,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Miami Doral office B
Miami,Doral,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Miami Doral office C
Miami,Doral,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Miami Doral retail A
Miami,Doral,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Miami Doral retail B
Miami,Doral,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Miami Doral retail C
Miami,Aventura,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Miami Aventura multifamily A
Miami,Aventura,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Miami Aventura multifamily B
Miami,Aventura,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Miami Aventura multifamily C
Miami,Aventura,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Miami Aventura office A
Miami,Aventura,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Miami Aventura office B
Miami,Aventura,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Miami Aventura office C
Miami,Aventura,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Miami Aventura retail A
Miami,Aventura,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Miami Aventura retail B
Miami,Aventura,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Miami Aventura retail C
Chicago,Downtown,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Chicago Downtown multifamily A
Chicago,Downtown,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Chicago Downtown multifamily B
Chicago,Downtown,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Chicago Downtown multifamily C
Chicago,Downtown,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Chicago Downtown office A
Chicago,Downtown,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Chicago Downtown office B
Chicago,Downtown,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Chicago Downtown office C
Chicago,Downtown,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Chicago Downtown retail A
Chicago,Downtown,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Chicago Downtown retail B
Chicago,Downtown,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Chicago Downtown retail C
Chicago,The Loop,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Chicago The Loop multifamily A
Chicago,The Loop,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Chicago The Loop multifamily B
Chicago,The Loop,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Chicago The Loop multifamily C
Chicago,The Loop,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Chicago The Loop office A
Chicago,The Loop,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Chicago The Loop office B
Chicago,The Loop,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Chicago The Loop office C
Chicago,The Loop,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Chicago The Loop retail A
Chicago,The Loop,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Chicago The Loop retail B
Chicago,The Loop,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Chicago The Loop retail C
Chicago,River North,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Chicago River North multifamily A
Chicago,River North,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Chicago River North multifamily B
Chicago,River North,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Chicago River North multifamily C
Chicago,River North,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Chicago River North office A
Chicago,River North,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Chicago River North office B
Chicago,River North,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Chicago River North office C
Chicago,River North,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Chicago River North retail A
Chicago,River North,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Chicago River North retail B
Chicago,River North,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Chicago River North retail C
Chicago,West Loop,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Chicago West Loop multifamily A
Chicago,West Loop,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Chicago West Loop multifamily B
Chicago,West Loop,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Chicago West Loop multifamily C
Chicago,West Loop,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Chicago West Loop office A
Chicago,West Loop,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Chicago West Loop office B
Chicago,West Loop,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Chicago West Loop office C
Chicago,West Loop,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Chicago West Loop retail A
Chicago,West Loop,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Chicago West Loop retail B
Chicago,West Loop,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Chicago West Loop retail C
Chicago,South Loop,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Chicago South Loop multifamily A
Chicago,South Loop,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Chicago South Loop multifamily B
Chicago,South Loop,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Chicago South Loop multifamily C
Chicago,South Loop,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Chicago South Loop office A
Chicago,South Loop,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Chicago South Loop office B
Chicago,South Loop,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Chicago South Loop office C
Chicago,South Loop,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Chicago South Loop retail A
Chicago,South Loop,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Chicago South Loop retail B
Chicago,South Loop,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Chicago South Loop retail C
Chicago,Streeterville,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Chicago Streeterville multifamily A
Chicago,Streeterville,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Chicago Streeterville multifamily B
Chicago,Streeterville,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Chicago Streeterville multifamily C
Chicago,Streeterville,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Chicago Streeterville office A
Chicago,Streeterville,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Chicago Streeterville office B
Chicago,Streeterville,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Chicago Streeterville office C
Chicago,Streeterville,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Chicago Streeterville retail A
Chicago,Streeterville,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Chicago Streeterville retail B
Chicago,Streeterville,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Chicago Streeterville retail C
Chicago,Gold Coast,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Chicago Gold Coast multifamily A
Chicago,Gold Coast,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Chicago Gold Coast multifamily B
Chicago,Gold Coast,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Chicago Gold Coast multifamily C
Chicago,Gold Coast,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Chicago Gold Coast office A
Chicago,Gold Coast,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Chicago Gold Coast office B
Chicago,Gold Coast,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Chicago Gold Coast office C
Chicago,Gold Coast,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Chicago Gold Coast retail A
Chicago,Gold Coast,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Chicago Gold Coast retail B
Chicago,Gold Coast,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Chicago Gold Coast retail C
Chicago,Lincoln Park,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Chicago Lincoln Park multifamily A
Chicago,Lincoln Park,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Chicago Lincoln Park multifamily B
Chicago,Lincoln Park,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Chicago Lincoln Park multifamily C
Chicago,Lincoln Park,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Chicago Lincoln Park office A
Chicago,Lincoln Park,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Chicago Lincoln Park office B
Chicago,Lincoln Park,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Chicago Lincoln Park office C
Chicago,Lincoln Park,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Chicago Lincoln Park retail A
Chicago,Lincoln Park,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Chicago Lincoln Park retail B
Chicago,Lincoln Park,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Chicago Lincoln Park retail C
Boston,Back Bay,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Boston Back Bay multifamily A
Boston,Back Bay,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Boston Back Bay multifamily B
Boston,Back Bay,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Boston Back Bay multifamily C
Boston,Back Bay,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Boston Back Bay office A
Boston,Back Bay,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Boston Back Bay office B
Boston,Back Bay,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Boston Back Bay office C
Boston,Back Bay,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Boston Back Bay retail A
Boston,Back Bay,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Boston Back Bay retail B
Boston,Back Bay,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Boston Back Bay retail C
Boston,Seaport,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Boston Seaport multifamily A
Boston,Seaport,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Boston Seaport multifamily B
Boston,Seaport,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Boston Seaport multifamily C
Boston,Seaport,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Boston Seaport office A
Boston,Seaport,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Boston Seaport office B
Boston,Seaport,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Boston Seaport office C
Boston,Seaport,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Boston Seaport retail A
Boston,Seaport,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Boston Seaport retail B
Boston,Seaport,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Boston Seaport retail C
Boston,Cambridge,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Boston Cambridge multifamily A
Boston,Cambridge,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Boston Cambridge multifamily B
Boston,Cambridge,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Boston Cambridge multifamily C
Boston,Cambridge,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Boston Cambridge office A
Boston,Cambridge,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Boston Cambridge office B
Boston,Cambridge,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Boston Cambridge office C
Boston,Cambridge,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Boston Cambridge retail A
Boston,Cambridge,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Boston Cambridge retail B
Boston,Cambridge,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Boston Cambridge retail C
Boston,Allston,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Boston Allston multifamily A
Boston,Allston,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Boston Allston multifamily B
Boston,Allston,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Boston Allston multifamily C
Boston,Allston,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Boston Allston office A
Boston,Allston,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Boston Allston office B
Boston,Allston,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Boston Allston office C
Boston,Allston,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Boston Allston retail A
Boston,Allston,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Boston Allston retail B
Boston,Allston,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Boston Allston retail C
Boston,Fenway,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Boston Fenway multifamily A
Boston,Fenway,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Boston Fenway multifamily B
Boston,Fenway,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Boston Fenway multifamily C
Boston,Fenway,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Boston Fenway office A
Boston,Fenway,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Boston Fenway office B
Boston,Fenway,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Boston Fenway office C
Boston,Fenway,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Boston Fenway retail A
Boston,Fenway,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Boston Fenway retail B
Boston,Fenway,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Boston Fenway retail C
Boston,South Boston,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Boston South Boston multifamily A
Boston,South Boston,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Boston South Boston multifamily B
Boston,South Boston,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Boston South Boston multifamily C
Boston,South Boston,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Boston South Boston office A
Boston,South Boston,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Boston South Boston office B
Boston,South Boston,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Boston South Boston office C
Boston,South Boston,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Boston South Boston retail A
Boston,South Boston,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Boston South Boston retail B
Boston,South Boston,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Boston South Boston retail C
Washington DC,Downtown,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Washington DC Downtown multifamily A
Washington DC,Downtown,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Washington DC Downtown multifamily B
Washington DC,Downtown,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Washington DC Downtown multifamily C
Washington DC,Downtown,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Washington DC Downtown office A
Washington DC,Downtown,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Washington DC Downtown office B
Washington DC,Downtown,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Washington DC Downtown office C
Washington DC,Downtown,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Washington DC Downtown retail A
Washington DC,Downtown,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Washington DC Downtown retail B
Washington DC,Downtown,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Washington DC Downtown retail C
Washington DC,Capitol Hill,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Washington DC Capitol Hill multifamily A
Washington DC,Capitol Hill,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Washington DC Capitol Hill multifamily B
Washington DC,Capitol Hill,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Washington DC Capitol Hill multifamily C
Washington DC,Capitol Hill,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Washington DC Capitol Hill office A
Washington DC,Capitol Hill,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Washington DC Capitol Hill office B
Washington DC,Capitol Hill,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Washington DC Capitol Hill office C
Washington DC,Capitol Hill,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Washington DC Capitol Hill retail A
Washington DC,Capitol Hill,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Washington DC Capitol Hill retail B
Washington DC,Capitol Hill,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Washington DC Capitol Hill retail C
Washington DC,Georgetown,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Washington DC Georgetown multifamily A
Washington DC,Georgetown,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Washington DC Georgetown multifamily B
Washington DC,Georgetown,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Washington DC Georgetown multifamily C
Washington DC,Georgetown,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Washington DC Georgetown office A
Washington DC,Georgetown,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Washington DC Georgetown office B
Washington DC,Georgetown,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Washington DC Georgetown office C
Washington DC,Georgetown,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Washington DC Georgetown retail A
Washington DC,Georgetown,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Washington DC Georgetown retail B
Washington DC,Georgetown,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Washington DC Georgetown retail C
Washington DC,Dupont Circle,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Washington DC Dupont Circle multifamily A
Washington DC,Dupont Circle,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Washington DC Dupont Circle multifamily B
Washington DC,Dupont Circle,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Washington DC Dupont Circle multifamily C
Washington DC,Dupont Circle,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Washington DC Dupont Circle office A
Washington DC,Dupont Circle,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Washington DC Dupont Circle office B
Washington DC,Dupont Circle,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Washington DC Dupont Circle office C
Washington DC,Dupont Circle,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Washington DC Dupont Circle retail A
Washington DC,Dupont Circle,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Washington DC Dupont Circle retail B
Washington DC,Dupont Circle,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Washington DC Dupont Circle retail C
Washington DC,Navy Yard,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Washington DC Navy Yard multifamily A
Washington DC,Navy Yard,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Washington DC Navy Yard multifamily B
Washington DC,Navy Yard,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Washington DC Navy Yard multifamily C
Washington DC,Navy Yard,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Washington DC Navy Yard office A
Washington DC,Navy Yard,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Washington DC Navy Yard office B
Washington DC,Navy Yard,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Washington DC Navy Yard office C
Washington DC,Navy Yard,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Washington DC Navy Yard retail A
Washington DC,Navy Yard,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Washington DC Navy Yard retail B
Washington DC,Navy Yard,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Washington DC Navy Yard retail C
Washington DC,Arlington,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Washington DC Arlington multifamily A
Washington DC,Arlington,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Washington DC Arlington multifamily B
Washington DC,Arlington,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Washington DC Arlington multifamily C
Washington DC,Arlington,office,A,cap_rate,7.5,%,2024-11-01,Market Estimates,medium,Washington DC Arlington office A
Washington DC,Arlington,office,B,cap_rate,8.5,%,2024-11-01,Market Estimates,medium,Washington DC Arlington office B
Washington DC,Arlington,office,C,cap_rate,9.0,%,2024-11-01,Market Estimates,medium,Washington DC Arlington office C
Washington DC,Arlington,retail,A,cap_rate,6.0,%,2024-11-01,Market Estimates,medium,Washington DC Arlington retail A
Washington DC,Arlington,retail,B,cap_rate,6.5,%,2024-11-01,Market Estimates,medium,Washington DC Arlington retail B
Washington DC,Arlington,retail,C,cap_rate,7.0,%,2024-11-01,Market Estimates,medium,Washington DC Arlington retail C
Seattle,Downtown,multifamily,A,cap_rate,5.2,%,2024-11-01,Market Estimates,medium,Seattle Downtown multifamily A
Seattle,Downtown,multifamily,B,cap_rate,5.4,%,2024-11-01,Market Estimates,medium,Seattle Downtown multifamily B
Seattle,Downtown,multifamily,C,cap_rate,5.8,%,2024-11-01,Market Estimates,medium,Seattle Downtown multifamily C
