market_name,neighborhood_name,score_category,score_value,rank_within_market,rank_nationally,data_source,period,notes
NYC,Manhattan - Murray Hill,new_construction_permits_ytd,740.0,12,20,NYC DOB,2024-12-31,New construction permits YTD 2024
NYC,Manhattan - Murray Hill,crime_rate_per_1000_residents,8.0,12,20,NYPD CompStat,2024-11-01,Crimes per 1000 residents (lower is better)
NYC,Manhattan - Murray Hill,green_space_acres_per_1000,12.6,12,20,NYC Parks Dept,2024-12-31,Park/green space acres per 1000 residents
NYC,Manhattan - Murray Hill,walkability_index,86.0,12,20,Walk Score,2025-01-01,Walk Score walkability index
NYC,Manhattan - Murray Hill,avg_commute_time_minutes,7.0,12,20,Census ACS,2024-12-31,Average commute time to Manhattan CBD
NYC,Manhattan - Murray Hill,coffee_shops_per_1000,22.0,12,20,Yelp / Google Places,2025-01-01,Coffee shops per 1000 residents
NYC,Manhattan - Gramercy,accessibility_score,85.0,13,25,Walk Score / Transit Data,2025-01-01,Walkability and transit access
NYC,Manhattan - Gramercy,amenity_score,87.0,13,25,Google Places / Yelp,2025-01-01,"Restaurants, retail, entertainment density"
NYC,Manhattan - Gramercy,demographic_quality_score,82.0,13,25,Census ACS 2024,2024-12-31,"Income, education, age demographics"
NYC,Manhattan - Gramercy,employment_economic_score,80.0,13,25,Labor Bureau / Tech Data,2024-12-31,"Job density, high-paying industries"
NYC,Manhattan - Gramercy,real_estate_momentum_score,76.0,13,25,Zillow / Redfin,2024-11-01,"Price appreciation, rent growth"
NYC,Manhattan - Gramercy,development_investment_score,72.0,13,25,City Planning / CRE,2024-12-31,"Construction, redevelopment projects"
NYC,Manhattan - Gramercy,livability_safety_score,85.0,13,25,FBI Crime Data / NYPD,2024-11-01,"Crime rates, public safety"
NYC,Manhattan - Gramercy,cultural_vibrancy_score,82.0,13,25,Cultural Institutions,2024-12-31,"Arts, music, events, nightlife"
NYC,Manhattan - Gramercy,future_growth_catalysts_score,66.0,13,25,Development Pipeline,2024-12-31,"Planned transit, redevelopment"
NYC,Manhattan - Gramercy,composite_overall_score,79.4,13,25,Weighted Average,2024-12-31,Overall neighborhood quality
NYC,Manhattan - Gramercy,investor_attractiveness_score,73.5,13,25,Investment Analysis,2024-12-31,Investment opportunity rating
NYC,Manhattan - Gramercy,resident_desirability_score,84.8,13,25,Lifestyle Index,2024-12-31,Quality of life for residents
NYC,Manhattan - Gramercy,value_add_potential_score,48.0,13,25,Growth Potential,2024-12-31,Value appreciation opportunity
NYC,Manhattan - Gramercy,transit_connectivity_score,88.0,13,25,MTA / Transit Authority,2025-01-01,"Subway/bus lines, frequency"
NYC,Manhattan - Gramercy,restaurant_density_per_1000,69.6,13,25,Yelp API,2025-01-01,Restaurants per 1000 residents
NYC,Manhattan - Gramercy,median_household_income_thousands,205.0,13,25,Census ACS 2024,2024-12-31,Median HHI in thousands USD
NYC,Manhattan - Gramercy,bachelor_degree_plus_pct,73.8,13,25,Census ACS 2024,2024-12-31,% with bachelor's degree or higher
NYC,Manhattan - Gramercy,job_density_per_sq_mile,40000.0,13,25,BLS / LEHD,2024-12-31,Jobs per square mile
NYC,Manhattan - Gramercy,year_over_year_price_appreciation_pct,11.4,13,25,Zillow Home Value Index,2024-11-01,YoY home price appreciation %
NYC,Manhattan - Gramercy,new_construction_permits_ytd,720.0,13,25,NYC DOB,2024-12-31,New construction permits YTD 2024
NYC,Manhattan - Gramercy,crime_rate_per_1000_residents,7.5,13,25,NYPD CompStat,2024-11-01,Crimes per 1000 residents (lower is better)
NYC,Manhattan - Gramercy,green_space_acres_per_1000,12.8,13,25,NYC Parks Dept,2024-12-31,Park/green space acres per 1000 residents
NYC,Manhattan - Gramercy,walkability_index,85.0,13,25,Walk Score,2025-01-01,Walk Score walkability index
NYC,Manhattan - Gramercy,avg_commute_time_minutes,8.0,13,25,Census ACS,2024-12-31,Average commute time to Manhattan CBD
NYC,Manhattan - Gramercy,coffee_shops_per_1000,21.8,13,25,Yelp / Google Places,2025-01-01,Coffee shops per 1000 residents
NYC,Brooklyn - Brooklyn Heights,accessibility_score,84.0,14,23,Walk Score / Transit Data,2025-01-01,Walkability and transit access
NYC,Brooklyn - Brooklyn Heights,amenity_score,86.0,14,23,Google Places / Yelp,2025-01-01,"Restaurants, retail, entertainment density"
NYC,Brooklyn - Brooklyn Heights,demographic_quality_score,84.0,14,23,Census ACS 2024,2024-12-31,"Income, education, age demographics"
NYC,Brooklyn - Brooklyn Heights,employment_economic_score,78.0,14,23,Labor Bureau / Tech Data,2024-12-31,"Job density, high-paying industries"
NYC,Brooklyn - Brooklyn Heights,real_estate_momentum_score,78.0,14,23,Zillow / Redfin,2024-11-01,"Price appreciation, rent growth"
NYC,Brooklyn - Brooklyn Heights,development_investment_score,74.0,14,23,City Planning / CRE,2024-12-31,"Construction, redevelopment projects"
NYC,Brooklyn - Brooklyn Heights,livability_safety_score,86.0,14,23,FBI Crime Data / NYPD,2024-11-01,"Crime rates, public safety"
NYC,Brooklyn - Brooklyn Heights,cultural_vibrancy_score,84.0,14,23,Cultural Institutions,2024-12-31,"Arts, music, events, nightlife"
NYC,Brooklyn - Brooklyn Heights,future_growth_catalysts_score,68.0,14,23,Development Pipeline,2024-12-31,"Planned transit, redevelopment"
NYC,Brooklyn - Brooklyn Heights,composite_overall_score,80.2,14,23,Weighted Average,2024-12-31,Overall neighborhood quality
NYC,Brooklyn - Brooklyn Heights,investor_attractiveness_score,74.5,14,23,Investment Analysis,2024-12-31,Investment opportunity rating
NYC,Brooklyn - Brooklyn Heights,resident_desirability_score,85.0,14,23,Lifestyle Index,2024-12-31,Quality of life for residents
NYC,Brooklyn - Brooklyn Heights,value_add_potential_score,44.0,14,23,Growth Potential,2024-12-31,Value appreciation opportunity
NYC,Brooklyn - Brooklyn Heights,transit_connectivity_score,87.0,14,23,MTA / Transit Authority,2025-01-01,"Subway/bus lines, frequency"
NYC,Brooklyn - Brooklyn Heights,restaurant_density_per_1000,68.8,14,23,Yelp API,2025-01-01,Restaurants per 1000 residents
NYC,Brooklyn - Brooklyn Heights,median_household_income_thousands,210.0,14,23,Census ACS 2024,2024-12-31,Median HHI in thousands USD
NYC,Brooklyn - Brooklyn Heights,bachelor_degree_plus_pct,75.6,14,23,Census ACS 2024,2024-12-31,% with bachelor's degree or higher
NYC,Brooklyn - Brooklyn Heights,job_density_per_sq_mile,39000.0,14,23,BLS / LEHD,2024-12-31,Jobs per square mile
NYC,Brooklyn - Brooklyn Heights,year_over_year_price_appreciation_pct,11.7,14,23,Zillow Home Value Index,2024-11-01,YoY home price appreciation %
NYC,Brooklyn - Brooklyn Heights,new_construction_permits_ytd,740.0,14,23,NYC DOB,2024-12-31,New construction permits YTD 2024
NYC,Brooklyn - Brooklyn Heights,crime_rate_per_1000_residents,7.0,14,23,NYPD CompStat,2024-11-01,Crimes per 1000 residents (lower is better)
NYC,Brooklyn - Brooklyn Heights,green_space_acres_per_1000,12.9,14,23,NYC Parks Dept,2024-12-31,Park/green space acres per 1000 residents
NYC,Brooklyn - Brooklyn Heights,walkability_index,84.0,14,23,Walk Score,2025-01-01,Walk Score walkability index
NYC,Brooklyn - Brooklyn Heights,avg_commute_time_minutes,8.0,14,23,Census ACS,2024-12-31,Average commute time to Manhattan CBD
NYC,Brooklyn - Brooklyn Heights,coffee_shops_per_1000,21.5,14,23,Yelp / Google Places,2025-01-01,Coffee shops per 1000 residents
NYC,Brooklyn - DUMBO,accessibility_score,83.0,15,12,Walk Score / Transit Data,2025-01-01,Walkability and transit access
NYC,Brooklyn - DUMBO,amenity_score,88.0,15,12,Google Places / Yelp,2025-01-01,"Restaurants, retail, entertainment density"
NYC,Brooklyn - DUMBO,demographic_quality_score,85.0,15,12,Census ACS 2024,2024-12-31,"Income, education, age demographics"
NYC,Brooklyn - DUMBO,employment_economic_score,87.0,15,12,Labor Bureau / Tech Data,2024-12-31,"Job density, high-paying industries"
NYC,Brooklyn - DUMBO,real_estate_momentum_score,82.0,15,12,Zillow / Redfin,2024-11-01,"Price appreciation, rent growth"
NYC,Brooklyn - DUMBO,development_investment_score,85.0,15,12,City Planning / CRE,2024-12-31,"Construction, redevelopment projects"
NYC,Brooklyn - DUMBO,livability_safety_score,83.0,15,12,FBI Crime Data / NYPD,2024-11-01,"Crime rates, public safety"
NYC,Brooklyn - DUMBO,cultural_vibrancy_score,86.0,15,12,Cultural Institutions,2024-12-31,"Arts, music, events, nightlife"
NYC,Brooklyn - DUMBO,future_growth_catalysts_score,78.0,15,12,Development Pipeline,2024-12-31,"Planned transit, redevelopment"
NYC,Brooklyn - DUMBO,composite_overall_score,84.1,15,12,Weighted Average,2024-12-31,Overall neighborhood quality
NYC,Brooklyn - DUMBO,investor_attractiveness_score,83.0,15,12,Investment Analysis,2024-12-31,Investment opportunity rating
NYC,Brooklyn - DUMBO,resident_desirability_score,85.0,15,12,Lifestyle Index,2024-12-31,Quality of life for residents
NYC,Brooklyn - DUMBO,value_add_potential_score,40.0,15,12,Growth Potential,2024-12-31,Value appreciation opportunity
NYC,Brooklyn - DUMBO,transit_connectivity_score,86.0,15,12,MTA / Transit Authority,2025-01-01,"Subway/bus lines, frequency"
NYC,Brooklyn - DUMBO,restaurant_density_per_1000,70.4,15,12,Yelp API,2025-01-01,Restaurants per 1000 residents
NYC,Brooklyn - DUMBO,median_household_income_thousands,212.0,15,12,Census ACS 2024,2024-12-31,Median HHI in thousands USD
NYC,Brooklyn - DUMBO,bachelor_degree_plus_pct,76.5,15,12,Census ACS 2024,2024-12-31,% with bachelor's degree or higher
NYC,Brooklyn - DUMBO,job_density_per_sq_mile,43500.0,15,12,BLS / LEHD,2024-12-31,Jobs per square mile
NYC,Brooklyn - DUMBO,year_over_year_price_appreciation_pct,12.3,15,12,Zillow Home Value Index,2024-11-01,YoY home price appreciation %
NYC,Brooklyn - DUMBO,new_construction_permits_ytd,850.0,15,12,NYC DOB,2024-12-31,New construction permits YTD 2024
NYC,Brooklyn - DUMBO,crime_rate_per_1000_residents,8.5,15,12,NYPD CompStat,2024-11-01,Crimes per 1000 residents (lower is better)
NYC,Brooklyn - DUMBO,green_space_acres_per_1000,12.4,15,12,NYC Parks Dept,2024-12-31,Park/green space acres per 1000 residents
NYC,Brooklyn - DUMBO,walkability_index,83.0,15,12,Walk Score,2025-01-01,Walk Score walkability index
NYC,Brooklyn - DUMBO,avg_commute_time_minutes,8.0,15,12,Census ACS,2024-12-31,Average commute time to Manhattan CBD
NYC,Brooklyn - DUMBO,coffee_shops_per_1000,22.0,15,12,Yelp / Google Places,2025-01-01,Coffee shops per 1000 residents
NYC,Brooklyn - Cobble Hill,accessibility_score,82.0,16,28,Walk Score / Transit Data,2025-01-01,Walkability and transit access
NYC,Brooklyn - Cobble Hill,amenity_score,85.0,16,28,Google Places / Yelp,2025-01-01,"Restaurants, retail, entertainment density"
NYC,Brooklyn - Cobble Hill,demographic_quality_score,83.0,16,28,Census ACS 2024,2024-12-31,"Income, education, age demographics"
NYC,Brooklyn - Cobble Hill,employment_economic_score,76.0,16,28,Labor Bureau / Tech Data,2024-12-31,"Job density, high-paying industries"
NYC,Brooklyn - Cobble Hill,real_estate_momentum_score,76.0,16,28,Zillow / Redfin,2024-11-01,"Price appreciation, rent growth"
NYC,Brooklyn - Cobble Hill,development_investment_score,72.0,16,28,City Planning / CRE,2024-12-31,"Construction, redevelopment projects"
NYC,Brooklyn - Cobble Hill,livability_safety_score,88.0,16,28,FBI Crime Data / NYPD,2024-11-01,"Crime rates, public safety"
NYC,Brooklyn - Cobble Hill,cultural_vibrancy_score,82.0,16,28,Cultural Institutions,2024-12-31,"Arts, music, events, nightlife"
NYC,Brooklyn - Cobble Hill,future_growth_catalysts_score,66.0,16,28,Development Pipeline,2024-12-31,"Planned transit, redevelopment"
NYC,Brooklyn - Cobble Hill,composite_overall_score,78.9,16,28,Weighted Average,2024-12-31,Overall neighborhood quality
NYC,Brooklyn - Cobble Hill,investor_attractiveness_score,72.5,16,28,Investment Analysis,2024-12-31,Investment opportunity rating
NYC,Brooklyn - Cobble Hill,resident_desirability_score,84.2,16,28,Lifestyle Index,2024-12-31,Quality of life for residents
NYC,Brooklyn - Cobble Hill,value_add_potential_score,36.0,16,28,Growth Potential,2024-12-31,Value appreciation opportunity
NYC,Brooklyn - Cobble Hill,transit_connectivity_score,85.0,16,28,MTA / Transit Authority,2025-01-01,"Subway/bus lines, frequency"
NYC,Brooklyn - Cobble Hill,restaurant_density_per_1000,68.0,16,28,Yelp API,2025-01-01,Restaurants per 1000 residents
NYC,Brooklyn - Cobble Hill,median_household_income_thousands,208.0,16,28,Census ACS 2024,2024-12-31,Median HHI in thousands USD
NYC,Brooklyn - Cobble Hill,bachelor_degree_plus_pct,74.7,16,28,Census ACS 2024,2024-12-31,% with bachelor's degree or higher
NYC,Brooklyn - Cobble Hill,job_density_per_sq_mile,38000.0,16,28,BLS / LEHD,2024-12-31,Jobs per square mile
NYC,Brooklyn - Cobble Hill,year_over_year_price_appreciation_pct,11.4,16,28,Zillow Home Value Index,2024-11-01,YoY home price appreciation %
NYC,Brooklyn - Cobble Hill,new_construction_permits_ytd,720.0,16,28,NYC DOB,2024-12-31,New construction permits YTD 2024
NYC,Brooklyn - Cobble Hill,crime_rate_per_1000_residents,6.0,16,28,NYPD CompStat,2024-11-01,Crimes per 1000 residents (lower is better)
NYC,Brooklyn - Cobble Hill,green_space_acres_per_1000,13.2,16,28,NYC Parks Dept,2024-12-31,Park/green space acres per 1000 residents
NYC,Brooklyn - Cobble Hill,walkability_index,82.0,16,28,Walk Score,2025-01-01,Walk Score walkability index
NYC,Brooklyn - Cobble Hill,avg_commute_time_minutes,9.0,16,28,Census ACS,2024-12-31,Average commute time to Manhattan CBD
NYC,Brooklyn - Cobble Hill,coffee_shops_per_1000,21.2,16,28,Yelp / Google Places,2025-01-01,Coffee shops per 1000 residents
NYC,Brooklyn - Carroll Gardens,accessibility_score,81.0,17,30,Walk Score / Transit Data,2025-01-01,Walkability and transit access
NYC,Brooklyn - Carroll Gardens,amenity_score,84.0,17,30,Google Places / Yelp,2025-01-01,"Restaurants, retail, entertainment density"
NYC,Brooklyn - Carroll Gardens,demographic_quality_score,82.0,17,30,Census ACS 2024,2024-12-31,"Income, education, age demographics"
NYC,Brooklyn - Carroll Gardens,employment_economic_score,75.0,17,30,Labor Bureau / Tech Data,2024-12-31,"Job density, high-paying industries"
NYC,Brooklyn - Carroll Gardens,real_estate_momentum_score,77.0,17,30,Zillow / Redfin,2024-11-01,"Price appreciation, rent growth"
NYC,Brooklyn - Carroll Gardens,development_investment_score,73.0,17,30,City Planning / CRE,2024-12-31,"Construction, redevelopment projects"
NYC,Brooklyn - Carroll Gardens,livability_safety_score,87.0,17,30,FBI Crime Data / NYPD,2024-11-01,"Crime rates, public safety"
NYC,Brooklyn - Carroll Gardens,cultural_vibrancy_score,81.0,17,30,Cultural Institutions,2024-12-31,"Arts, music, events, nightlife"
NYC,Brooklyn - Carroll Gardens,future_growth_catalysts_score,67.0,17,30,Development Pipeline,2024-12-31,"Planned transit, redevelopment"
NYC,Brooklyn - Carroll Gardens,composite_overall_score,78.6,17,30,Weighted Average,2024-12-31,Overall neighborhood quality
NYC,Brooklyn - Carroll Gardens,investor_attractiveness_score,73.0,17,30,Investment Analysis,2024-12-31,Investment opportunity rating
NYC,Brooklyn - Carroll Gardens,resident_desirability_score,83.2,17,30,Lifestyle Index,2024-12-31,Quality of life for residents
NYC,Brooklyn - Carroll Gardens,value_add_potential_score,32.0,17,30,Growth Potential,2024-12-31,Value appreciation opportunity
NYC,Brooklyn - Carroll Gardens,transit_connectivity_score,84.0,17,30,MTA / Transit Authority,2025-01-01,"Subway/bus lines, frequency"
NYC,Brooklyn - Carroll Gardens,restaurant_density_per_1000,67.2,17,30,Yelp API,2025-01-01,Restaurants per 1000 residents
NYC,Brooklyn - Carroll Gardens,median_household_income_thousands,205.0,17,30,Census ACS 2024,2024-12-31,Median HHI in thousands USD
NYC,Brooklyn - Carroll Gardens,bachelor_degree_plus_pct,73.8,17,30,Census ACS 2024,2024-12-31,% with bachelor's degree or higher
NYC,Brooklyn - Carroll Gardens,job_density_per_sq_mile,37500.0,17,30,BLS / LEHD,2024-12-31,Jobs per square mile
NYC,Brooklyn - Carroll Gardens,year_over_year_price_appreciation_pct,11.5,17,30,Zillow Home Value Index,2024-11-01,YoY home price appreciation %
NYC,Brooklyn - Carroll Gardens,new_construction_permits_ytd,730.0,17,30,NYC DOB,2024-12-31,New construction permits YTD 2024
NYC,Brooklyn - Carroll Gardens,crime_rate_per_1000_residents,6.5,17,30,NYPD CompStat,2024-11-01,Crimes per 1000 residents (lower is better)
NYC,Brooklyn - Carroll Gardens,green_space_acres_per_1000,13.0,17,30,NYC Parks Dept,2024-12-31,Park/green space acres per 1000 residents
NYC,Brooklyn - Carroll Gardens,walkability_index,81.0,17,30,Walk Score,2025-01-01,Walk Score walkability index
NYC,Brooklyn - Carroll Gardens,avg_commute_time_minutes,10.0,17,30,Census ACS,2024-12-31,Average commute time to Manhattan CBD
NYC,Brooklyn - Carroll Gardens,coffee_shops_per_1000,21.0,17,30,Yelp / Google Places,2025-01-01,Coffee shops per 1000 residents
NYC,Queens - Forest Hills,accessibility_score,78.0,18,38,Walk Score / Transit Data,2025-01-01,Walkability and transit access
NYC,Queens - Forest Hills,amenity_score,80.0,18,38,Google Places / Yelp,2025-01-01,"Restaurants, retail, entertainment density"
NYC,Queens - Forest Hills,demographic_quality_score,79.0,18,38,Census ACS 2024,2024-12-31,"Income, education, age demographics"
NYC,Queens - Forest Hills,employment_economic_score,72.0,18,38,Labor Bureau / Tech Data,2024-12-31,"Job density, high-paying industries"
NYC,Queens - Forest Hills,real_estate_momentum_score,73.0,18,38,Zillow / Redfin,2024-11-01,"Price appreciation, rent growth"
NYC,Queens - Forest Hills,development_investment_score,68.0,18,38,City Planning / CRE,2024-12-31,"Construction, redevelopment projects"
NYC,Queens - Forest Hills,livability_safety_score,84.0,18,38,FBI Crime Data / NYPD,2024-11-01,"Crime rates, public safety"
NYC,Queens - Forest Hills,cultural_vibrancy_score,76.0,18,38,Cultural Institutions,2024-12-31,"Arts, music, events, nightlife"
NYC,Queens - Forest Hills,future_growth_catalysts_score,62.0,18,38,Development Pipeline,2024-12-31,"Planned transit, redevelopment"
NYC,Queens - Forest Hills,composite_overall_score,74.7,18,38,Weighted Average,2024-12-31,Overall neighborhood quality
NYC,Queens - Forest Hills,investor_attractiveness_score,68.8,18,38,Investment Analysis,2024-12-31,Investment opportunity rating
NYC,Queens - Forest Hills,resident_desirability_score,79.5,18,38,Lifestyle Index,2024-12-31,Quality of life for residents
NYC,Queens - Forest Hills,value_add_potential_score,28.0,18,38,Growth Potential,2024-12-31,Value appreciation opportunity
NYC,Queens - Forest Hills,transit_connectivity_score,81.0,18,38,MTA / Transit Authority,2025-01-01,"Subway/bus lines, frequency"
NYC,Queens - Forest Hills,restaurant_density_per_1000,64.0,18,38,Yelp API,2025-01-01,Restaurants per 1000 residents
NYC,Queens - Forest Hills,median_household_income_thousands,198.0,18,38,Census ACS 2024,2024-12-31,Median HHI in thousands USD
NYC,Queens - Forest Hills,bachelor_degree_plus_pct,71.1,18,38,Census ACS 2024,2024-12-31,% with bachelor's degree or higher
NYC,Queens - Forest Hills,job_density_per_sq_mile,36000.0,18,38,BLS / LEHD,2024-12-31,Jobs per square mile
NYC,Queens - Forest Hills,year_over_year_price_appreciation_pct,10.9,18,38,Zillow Home Value Index,2024-11-01,YoY home price appreciation %
NYC,Queens - Forest Hills,new_construction_permits_ytd,680.0,18,38,NYC DOB,2024-12-31,New construction permits YTD 2024
NYC,Queens - Forest Hills,crime_rate_per_1000_residents,8.0,18,38,NYPD CompStat,2024-11-01,Crimes per 1000 residents (lower is better)
NYC,Queens - Forest Hills,green_space_acres_per_1000,12.6,18,38,NYC Parks Dept,2024-12-31,Park/green space acres per 1000 residents
NYC,Queens - Forest Hills,walkability_index,78.0,18,38,Walk Score,2025-01-01,Walk Score walkability index
NYC,Queens - Forest Hills,avg_commute_time_minutes,11.0,18,38,Census ACS,2024-12-31,Average commute time to Manhattan CBD
NYC,Queens - Forest Hills,coffee_shops_per_1000,20.0,18,38,Yelp / Google Places,2025-01-01,Coffee shops per 1000 residents
NYC,Queens - Bayside,accessibility_score,76.0,19,42,Walk Score / Transit Data,2025-01-01,Walkability and transit access
NYC,Queens - Bayside,amenity_score,79.0,19,42,Google Places / Yelp,2025-01-01,"Restaurants, retail, entertainment density"
NYC,Queens - Bayside,demographic_quality_score,80.0,19,42,Census ACS 2024,2024-12-31,"Income, education, age demographics"
NYC,Queens - Bayside,employment_economic_score,70.0,19,42,Labor Bureau / Tech Data,2024-12-31,"Job density, high-paying industries"
NYC,Queens - Bayside,real_estate_momentum_score,72.0,19,42,Zillow / Redfin,2024-11-01,"Price appreciation, rent growth"
NYC,Queens - Bayside,development_investment_score,67.0,19,42,City Planning / CRE,2024-12-31,"Construction, redevelopment projects"
NYC,Queens - Bayside,livability_safety_score,85.0,19,42,FBI Crime Data / NYPD,2024-11-01,"Crime rates, public safety"
NYC,Queens - Bayside,cultural_vibrancy_score,74.0,19,42,Cultural Institutions,2024-12-31,"Arts, music, events, nightlife"
NYC,Queens - Bayside,future_growth_catalysts_score,60.0,19,42,Development Pipeline,2024-12-31,"Planned transit, redevelopment"
NYC,Queens - Bayside,composite_overall_score,73.7,19,42,Weighted Average,2024-12-31,Overall neighborhood quality
NYC,Queens - Bayside,investor_attractiveness_score,67.2,19,42,Investment Analysis,2024-12-31,Investment opportunity rating
NYC,Queens - Bayside,resident_desirability_score,78.5,19,42,Lifestyle Index,2024-12-31,Quality of life for residents
NYC,Queens - Bayside,value_add_potential_score,24.0,19,42,Growth Potential,2024-12-31,Value appreciation opportunity
NYC,Queens - Bayside,transit_connectivity_score,79.0,19,42,MTA / Transit Authority,2025-01-01,"Subway/bus lines, frequency"
NYC,Queens - Bayside,restaurant_density_per_1000,63.2,19,42,Yelp API,2025-01-01,Restaurants per 1000 residents
NYC,Queens - Bayside,median_household_income_thousands,200.0,19,42,Census ACS 2024,2024-12-31,Median HHI in thousands USD
NYC,Queens - Bayside,bachelor_degree_plus_pct,72.0,19,42,Census ACS 2024,2024-12-31,% with bachelor's degree or higher
NYC,Queens - Bayside,job_density_per_sq_mile,35000.0,19,42,BLS / LEHD,2024-12-31,Jobs per square mile
NYC,Queens - Bayside,year_over_year_price_appreciation_pct,10.8,19,42,Zillow Home Value Index,2024-11-01,YoY home price appreciation %
NYC,Queens - Bayside,new_construction_permits_ytd,670.0,19,42,NYC DOB,2024-12-31,New construction permits YTD 2024
NYC,Queens - Bayside,crime_rate_per_1000_residents,7.5,19,42,NYPD CompStat,2024-11-01,Crimes per 1000 residents (lower is better)
NYC,Queens - Bayside,green_space_acres_per_1000,12.8,19,42,NYC Parks Dept,2024-12-31,Park/green space acres per 1000 residents
NYC,Queens - Bayside,walkability_index,76.0,19,42,Walk Score,2025-01-01,Walk Score walkability index
NYC,Queens - Bayside,avg_commute_time_minutes,12.0,19,42,Census ACS,2024-12-31,Average commute time to Manhattan CBD
NYC,Queens - Bayside,coffee_shops_per_1000,19.8,19,42,Yelp / Google Places,2025-01-01,Coffee shops per 1000 residents
NYC,Bronx - Riverdale,accessibility_score,75.0,20,35,Walk Score / Transit Data,2025-01-01,Walkability and transit access
NYC,Bronx - Riverdale,amenity_score,78.0,20,35,Google Places / Yelp,2025-01-01,"Restaurants, retail, entertainment density"
NYC,Bronx - Riverdale,demographic_quality_score,78.0,20,35,Census ACS 2024,2024-12-31,"Income, education, age demographics"
NYC,Bronx - Riverdale,employment_economic_score,68.0,20,35,Labor Bureau / Tech Data,2024-12-31,"Job density, high-paying industries"
NYC,Bronx - Riverdale,real_estate_momentum_score,76.0,20,35,Zillow / Redfin,2024-11-01,"Price appreciation, rent growth"
NYC,Bronx - Riverdale,development_investment_score,74.0,20,35,City Planning / CRE,2024-12-31,"Construction, redevelopment projects"
NYC,Bronx - Riverdale,livability_safety_score,83.0,20,35,FBI Crime Data / NYPD,2024-11-01,"Crime rates, public safety"
NYC,Bronx - Riverdale,cultural_vibrancy_score,75.0,20,35,Cultural Institutions,2024-12-31,"Arts, music, events, nightlife"
NYC,Bronx - Riverdale,future_growth_catalysts_score,68.0,20,35,Development Pipeline,2024-12-31,"Planned transit, redevelopment"
NYC,Bronx - Riverdale,composite_overall_score,75.0,20,35,Weighted Average,2024-12-31,Overall neighborhood quality
NYC,Bronx - Riverdale,investor_attractiveness_score,71.5,20,35,Investment Analysis,2024-12-31,Investment opportunity rating
NYC,Bronx - Riverdale,resident_desirability_score,77.8,20,35,Lifestyle Index,2024-12-31,Quality of life for residents
NYC,Bronx - Riverdale,value_add_potential_score,20.0,20,35,Growth Potential,2024-12-31,Value appreciation opportunity
NYC,Bronx - Riverdale,transit_connectivity_score,78.0,20,35,MTA / Transit Authority,2025-01-01,"Subway/bus lines, frequency"
NYC,Bronx - Riverdale,restaurant_density_per_1000,62.4,20,35,Yelp API,2025-01-01,Restaurants per 1000 residents
NYC,Bronx - Riverdale,median_household_income_thousands,195.0,20,35,Census ACS 2024,2024-12-31,Median HHI in thousands USD
NYC,Bronx - Riverdale,bachelor_degree_plus_pct,70.2,20,35,Census ACS 2024,2024-12-31,% with bachelor's degree or higher
NYC,Bronx - Riverdale,job_density_per_sq_mile,34000.0,20,35,BLS / LEHD,2024-12-31,Jobs per square mile
NYC,Bronx - Riverdale,year_over_year_price_appreciation_pct,11.4,20,35,Zillow Home Value Index,2024-11-01,YoY home price appreciation %
NYC,Bronx - Riverdale,new_construction_permits_ytd,740.0,20,35,NYC DOB,2024-12-31,New construction permits YTD 2024
NYC,Bronx - Riverdale,crime_rate_per_1000_residents,8.5,20,35,NYPD CompStat,2024-11-01,Crimes per 1000 residents (lower is better)
NYC,Bronx - Riverdale,green_space_acres_per_1000,12.4,20,35,NYC Parks Dept,2024-12-31,Park/green space acres per 1000 residents
NYC,Bronx - Riverdale,walkability_index,75.0,20,35,Walk Score,2025-01-01,Walk Score walkability index
NYC,Bronx - Riverdale,avg_commute_time_minutes,12.0,20,35,Census ACS,2024-12-31,Average commute time to Manhattan CBD
NYC,Bronx - Riverdale,coffee_shops_per_1000,19.5,20,35,Yelp / Google Places,2025-01-01,Coffee shops per 1000 residents
Miami,Miami - Design District,accessibility_score,84.0,11,6,Walk Score / Transit Data,2025-01-01,
Miami,Miami - Design District,amenity_score,89.0,11,6,Google Places / Yelp,2025-01-01,
Miami,Miami - Design District,demographic_quality_score,79.0,11,6,Census ACS 2024,2024-12-31,
Miami,Miami - Design District,employment_economic_score,86.0,11,6,Labor Bureau / Tech Data,2024-12-31,
Miami,Miami - Design District,real_estate_momentum_score,88.0,11,6,Zillow / Redfin,2024-11-01,
Miami,Miami - Design District,development_investment_score,90.0,11,6,City Planning / CRE,2024-12-31,
Miami,Miami - Design District,livability_safety_score,77.0,11,6,Crime Data / MPD,2024-11-01,
Miami,Miami - Design District,cultural_vibrancy_score,93.0,11,6,Cultural Institutions,2024-12-31,
Miami,Miami - Design District,future_growth_catalysts_score,85.0,11,6,Development Pipeline,2024-12-31,
Miami,Miami - Design District,composite_overall_score,85.7,11,6,Weighted Average,2024-12-31,
Miami,Miami - Design District,investor_attractiveness_score,87.2,11,6,Investment Analysis,2024-12-31,
Miami,Miami - Design District,resident_desirability_score,85.8,11,6,Lifestyle Index,2024-12-31,
Miami,Miami - Design District,value_add_potential_score,56.0,11,6,Growth Potential,2024-12-31,
Miami,Miami - Design District,transit_connectivity_score,86.0,11,6,Miami-Dade Transit,2025-01-01,Metrorail/bus connectivity
