geography,geography_type,indicator_name,indicator_value,indicator_unit,period,period_type,data_source,notes
"Dallas-Fort Worth-Arlington, TX",Metro,population,8344032.0,count,2024-07-01,annual,US Census Bureau Vintage 2024 Estimates,
"Dallas-Fort Worth-Arlington, TX",Metro,population_growth_rate_yoy,2.51,percent,2021-07-01,annual,Calculated from US Census Bureau data,
"Dallas-Fort Worth-Arlington, TX",Metro,population_growth_rate_yoy,2.43,percent,2022-07-01,annual,Calculated from US Census Bureau data,
"Dallas-Fort Worth-Arlington, TX",Metro,population_growth_rate_yoy,1.82,percent,2023-07-01,annual,Calculated from US Census Bureau data,
"Dallas-Fort Worth-Arlington, TX",Metro,population_growth_rate_yoy,2.18,percent,2024-07-01,annual,Calculated from US Census Bureau data,
"Dallas-Fort Worth-Arlington, TX",Metro,poverty_rate,12.2,percent,2020-01-01,annual,US Census Bureau ACS 2020,
"Dallas-Fort Worth-Arlington, TX",Metro,poverty_rate,11.9,percent,2021-01-01,annual,US Census Bureau ACS 2021,
"Dallas-Fort Worth-Arlington, TX",Metro,poverty_rate,11.7,percent,2022-01-01,annual,US Census Bureau ACS 2022,
"Dallas-Fort Worth-Arlington, TX",Metro,poverty_rate,11.5,percent,2023-01-01,annual,US Census Bureau ACS 2023,
"Dallas-Fort Worth-Arlington, TX",Metro,poverty_rate,11.3,percent,2024-01-01,annual,US Census Bureau ACS 2024,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,3.2,percent,2020-01-01,quarterly,BLS LAUS Q1 2020,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,12.5,percent,2020-04-01,quarterly,BLS LAUS Q2 2020,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,10.2,percent,2020-07-01,quarterly,BLS LAUS Q3 2020,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,7.5,percent,2020-10-01,quarterly,BLS LAUS Q4 2020,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,7.2,percent,2021-01-01,quarterly,BLS LAUS Q1 2021,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,6.8,percent,2021-04-01,quarterly,BLS LAUS Q2 2021,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,6.2,percent,2021-07-01,quarterly,BLS LAUS Q3 2021,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,5.2,percent,2021-10-01,quarterly,BLS LAUS Q4 2021,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,4.8,percent,2022-01-01,quarterly,BLS LAUS Q1 2022,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,4.5,percent,2022-04-01,quarterly,BLS LAUS Q2 2022,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,4.2,percent,2022-07-01,quarterly,BLS LAUS Q3 2022,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,4.0,percent,2022-10-01,quarterly,BLS LAUS Q4 2022,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,3.9,percent,2023-01-01,quarterly,BLS LAUS Q1 2023,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,3.8,percent,2023-04-01,quarterly,BLS LAUS Q2 2023,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,3.8,percent,2023-07-01,quarterly,BLS LAUS Q3 2023,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,4.0,percent,2023-10-01,quarterly,BLS LAUS Q4 2023,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,4.0,percent,2024-01-01,quarterly,BLS LAUS Q1 2024,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,4.1,percent,2024-04-01,quarterly,BLS LAUS Q2 2024,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,4.2,percent,2024-07-01,quarterly,BLS LAUS Q3 2024,
"Dallas-Fort Worth-Arlington, TX",Metro,unemployment_rate,4.3,percent,2024-10-01,quarterly,BLS LAUS Q4 2024,
"Detroit-Warren-Dearborn, MI",Metro,education_bachelor_degree_pct,31.5,percent,2020-01-01,annual,US Census Bureau ACS 2020,Population 25 years and over
"Detroit-Warren-Dearborn, MI",Metro,education_bachelor_degree_pct,32.0,percent,2021-01-01,annual,US Census Bureau ACS 2021,Population 25 years and over
"Detroit-Warren-Dearborn, MI",Metro,education_bachelor_degree_pct,32.4,percent,2022-01-01,annual,US Census Bureau ACS 2022,Population 25 years and over
"Detroit-Warren-Dearborn, MI",Metro,education_bachelor_degree_pct,32.6,percent,2023-01-01,annual,US Census Bureau ACS 2023,Population 25 years and over
"Detroit-Warren-Dearborn, MI",Metro,education_bachelor_degree_pct,32.8,percent,2024-01-01,annual,US Census Bureau ACS 2024,Population 25 years and over
"Detroit-Warren-Dearborn, MI",Metro,employment_total,1920000.0,count,2020-09-01,quarterly,BLS QCEW Q3 2020,
"Detroit-Warren-Dearborn, MI",Metro,employment_total,1945000.0,count,2021-09-01,quarterly,BLS QCEW Q3 2021,
"Detroit-Warren-Dearborn, MI",Metro,employment_total,1970000.0,count,2022-09-01,quarterly,BLS QCEW Q3 2022,
"Detroit-Warren-Dearborn, MI",Metro,employment_total,1984000.0,count,2023-09-01,quarterly,BLS QCEW Q3 2023,
"Detroit-Warren-Dearborn, MI",Metro,employment_total,2000000.0,count,2024-09-01,quarterly,BLS QCEW Q3 2024,
"Detroit-Warren-Dearborn, MI",Metro,gdp_growth_rate,6.88,percent,2021-01-01,annual,Calculated from BEA GDP data,
"Detroit-Warren-Dearborn, MI",Metro,gdp_growth_rate,7.67,percent,2022-01-01,annual,Calculated from BEA GDP data,
"Detroit-Warren-Dearborn, MI",Metro,gdp_growth_rate,8.49,percent,2023-01-01,annual,Calculated from BEA GDP data,
"Detroit-Warren-Dearborn, MI",Metro,gdp_growth_rate,6.24,percent,2024-01-01,annual,Calculated from BEA GDP data,
"Detroit-Warren-Dearborn, MI",Metro,gdp_per_capita,60427.0,USD,2020-01-01,annual,Calculated from BEA GDP and Census population,
"Detroit-Warren-Dearborn, MI",Metro,gdp_per_capita,64763.0,USD,2021-01-01,annual,Calculated from BEA GDP and Census population,
"Detroit-Warren-Dearborn, MI",Metro,gdp_per_capita,69968.0,USD,2022-01-01,annual,Calculated from BEA GDP and Census population,
"Detroit-Warren-Dearborn, MI",Metro,gdp_per_capita,76697.0,USD,2023-01-01,annual,Calculated from BEA GDP and Census population,
"Detroit-Warren-Dearborn, MI",Metro,gdp_per_capita,80920.0,USD,2024-01-01,annual,Calculated from BEA GDP and Census population,
"Detroit-Warren-Dearborn, MI",Metro,gdp_total,265400.0,million_USD,2020-01-01,annual,Bureau of Economic Analysis 2020,Current dollars
"Detroit-Warren-Dearborn, MI",Metro,gdp_total,283660.0,million_USD,2021-01-01,annual,Bureau of Economic Analysis 2021,Current dollars
"Detroit-Warren-Dearborn, MI",Metro,gdp_total,305412.0,million_USD,2022-01-01,annual,Bureau of Economic Analysis 2022,Current dollars
"Detroit-Warren-Dearborn, MI",Metro,gdp_total,331333.0,million_USD,2023-01-01,annual,Bureau of Economic Analysis 2023,Current dollars
"Detroit-Warren-Dearborn, MI",Metro,gdp_total,352000.0,million_USD,2024-01-01,annual,Bureau of Economic Analysis 2024,Current dollars
"Detroit-Warren-Dearborn, MI",Metro,gini_coefficient,0.478,index,2020-01-01,annual,US Census Bureau ACS 2020,Income inequality measure
"Detroit-Warren-Dearborn, MI",Metro,gini_coefficient,0.476,index,2021-01-01,annual,US Census Bureau ACS 2021,Income inequality measure
"Detroit-Warren-Dearborn, MI",Metro,gini_coefficient,0.475,index,2022-01-01,annual,US Census Bureau ACS 2022,Income inequality measure
"Detroit-Warren-Dearborn, MI",Metro,gini_coefficient,0.473,index,2023-01-01,annual,US Census Bureau ACS 2023,Income inequality measure
"Detroit-Warren-Dearborn, MI",Metro,gini_coefficient,0.472,index,2024-01-01,annual,US Census Bureau ACS 2024,Income inequality measure
"Detroit-Warren-Dearborn, MI",Metro,highway_congestion_index,58.0,index_0_100,2020-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2020,Higher values indicate more congestion
"Detroit-Warren-Dearborn, MI",Metro,highway_congestion_index,52.0,index_0_100,2021-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2021,Higher values indicate more congestion
"Detroit-Warren-Dearborn, MI",Metro,highway_congestion_index,56.0,index_0_100,2022-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2022,Higher values indicate more congestion
"Detroit-Warren-Dearborn, MI",Metro,highway_congestion_index,58.0,index_0_100,2023-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2023,Higher values indicate more congestion
"Detroit-Warren-Dearborn, MI",Metro,highway_congestion_index,60.0,index_0_100,2024-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2024,Higher values indicate more congestion
"Detroit-Warren-Dearborn, MI",Metro,home_price_appreciation_yoy,37.63,percent,2021-01-01,annual,Calculated from home price data,
"Detroit-Warren-Dearborn, MI",Metro,home_price_appreciation_yoy,26.56,percent,2022-01-01,annual,Calculated from home price data,
"Detroit-Warren-Dearborn, MI",Metro,home_price_appreciation_yoy,7.41,percent,2023-01-01,annual,Calculated from home price data,
"Detroit-Warren-Dearborn, MI",Metro,home_price_appreciation_yoy,8.62,percent,2024-01-01,annual,Calculated from home price data,
"Detroit-Warren-Dearborn, MI",Metro,homeownership_rate,69.2,percent,2020-01-01,quarterly,US Census Bureau Housing Vacancies 2020,
"Detroit-Warren-Dearborn, MI",Metro,homeownership_rate,69.4,percent,2021-01-01,quarterly,US Census Bureau Housing Vacancies 2021,
"Detroit-Warren-Dearborn, MI",Metro,homeownership_rate,69.6,percent,2022-01-01,quarterly,US Census Bureau Housing Vacancies 2022,
"Detroit-Warren-Dearborn, MI",Metro,homeownership_rate,69.8,percent,2023-01-01,quarterly,US Census Bureau Housing Vacancies 2023,
"Detroit-Warren-Dearborn, MI",Metro,homeownership_rate,70.0,percent,2024-01-01,quarterly,US Census Bureau Housing Vacancies 2024,
"Detroit-Warren-Dearborn, MI",Metro,income_growth_rate_yoy,4.67,percent,2021-01-01,annual,Calculated from US Census Bureau ACS,
"Detroit-Warren-Dearborn, MI",Metro,income_growth_rate_yoy,4.31,percent,2022-01-01,annual,Calculated from US Census Bureau ACS,
"Detroit-Warren-Dearborn, MI",Metro,income_growth_rate_yoy,3.38,percent,2023-01-01,annual,Calculated from US Census Bureau ACS,
"Detroit-Warren-Dearborn, MI",Metro,income_growth_rate_yoy,3.34,percent,2024-01-01,annual,Calculated from US Census Bureau ACS,
"Detroit-Warren-Dearborn, MI",Metro,labor_force_participation_rate,62.2,percent,2020-01-01,annual,BLS LAUS 2020,Ages 16 and over
"Detroit-Warren-Dearborn, MI",Metro,labor_force_participation_rate,62.4,percent,2021-01-01,annual,BLS LAUS 2021,Ages 16 and over
"Detroit-Warren-Dearborn, MI",Metro,labor_force_participation_rate,62.6,percent,2022-01-01,annual,BLS LAUS 2022,Ages 16 and over
"Detroit-Warren-Dearborn, MI",Metro,labor_force_participation_rate,62.7,percent,2023-01-01,annual,BLS LAUS 2023,Ages 16 and over
"Detroit-Warren-Dearborn, MI",Metro,labor_force_participation_rate,62.8,percent,2024-01-01,annual,BLS LAUS 2024,Ages 16 and over
"Detroit-Warren-Dearborn, MI",Metro,median_age,39.5,years,2020-07-01,annual,US Census Bureau Population Estimates 2020,
"Detroit-Warren-Dearborn, MI",Metro,median_age,39.7,years,2021-07-01,annual,US Census Bureau Population Estimates 2021,
"Detroit-Warren-Dearborn, MI",Metro,median_age,39.9,years,2022-07-01,annual,US Census Bureau Population Estimates 2022,
"Detroit-Warren-Dearborn, MI",Metro,median_age,40.1,years,2023-07-01,annual,US Census Bureau Population Estimates 2023,
"Detroit-Warren-Dearborn, MI",Metro,median_age,40.2,years,2024-07-01,annual,US Census Bureau Population Estimates 2024,
"Detroit-Warren-Dearborn, MI",Metro,median_home_price,93000.0,USD,2020-01-01,annual,Redfin/Zillow Data 2020,
"Detroit-Warren-Dearborn, MI",Metro,median_home_price,128000.0,USD,2021-01-01,annual,Redfin/Zillow Data 2021,
"Detroit-Warren-Dearborn, MI",Metro,median_home_price,162000.0,USD,2022-01-01,annual,Redfin/Zillow Data 2022,
"Detroit-Warren-Dearborn, MI",Metro,median_home_price,174000.0,USD,2023-01-01,annual,Redfin/Zillow Data 2023,
"Detroit-Warren-Dearborn, MI",Metro,median_home_price,189000.0,USD,2024-01-01,annual,Redfin/Zillow Data 2024,
"Detroit-Warren-Dearborn, MI",Metro,median_household_income,64300.0,USD,2020-01-01,annual,US Census Bureau ACS 2020,
"Detroit-Warren-Dearborn, MI",Metro,median_household_income,67300.0,USD,2021-01-01,annual,US Census Bureau ACS 2021,
"Detroit-Warren-Dearborn, MI",Metro,median_household_income,70200.0,USD,2022-01-01,annual,US Census Bureau ACS 2022,
"Detroit-Warren-Dearborn, MI",Metro,median_household_income,72574.0,USD,2023-01-01,annual,US Census Bureau ACS 2023,
"Detroit-Warren-Dearborn, MI",Metro,median_household_income,75000.0,USD,2024-01-01,annual,US Census Bureau ACS 2024,
"Detroit-Warren-Dearborn, MI",Metro,median_rent_2br,1225.0,USD,2020-09-01,monthly,Realtor.com/Zillow Rental 2020,Monthly rent
"Detroit-Warren-Dearborn, MI",Metro,median_rent_2br,1312.0,USD,2021-09-01,monthly,Realtor.com/Zillow Rental 2021,Monthly rent
"Detroit-Warren-Dearborn, MI",Metro,median_rent_2br,1398.0,USD,2022-09-01,monthly,Realtor.com/Zillow Rental 2022,Monthly rent
"Detroit-Warren-Dearborn, MI",Metro,median_rent_2br,1442.0,USD,2023-09-01,monthly,Realtor.com/Zillow Rental 2023,Monthly rent
"Detroit-Warren-Dearborn, MI",Metro,median_rent_2br,1483.0,USD,2024-09-01,monthly,Realtor.com/Zillow Rental 2024,Monthly rent
"Detroit-Warren-Dearborn, MI",Metro,net_domestic_migration,-12000.0,count,2020-07-01,annual,US Census Bureau Population Estimates 2020,
"Detroit-Warren-Dearborn, MI",Metro,net_domestic_migration,-10000.0,count,2021-07-01,annual,US Census Bureau Population Estimates 2021,
"Detroit-Warren-Dearborn, MI",Metro,net_domestic_migration,-9000.0,count,2022-07-01,annual,US Census Bureau Population Estimates 2022,
"Detroit-Warren-Dearborn, MI",Metro,net_domestic_migration,-8000.0,count,2023-07-01,annual,US Census Bureau Population Estimates 2023,
"Detroit-Warren-Dearborn, MI",Metro,net_domestic_migration,-8000.0,count,2024-07-01,annual,US Census Bureau Population Estimates 2024,
"Detroit-Warren-Dearborn, MI",Metro,net_international_migration,15000.0,count,2020-07-01,annual,US Census Bureau Population Estimates 2020,
"Detroit-Warren-Dearborn, MI",Metro,net_international_migration,16000.0,count,2021-07-01,annual,US Census Bureau Population Estimates 2021,
"Detroit-Warren-Dearborn, MI",Metro,net_international_migration,17000.0,count,2022-07-01,annual,US Census Bureau Population Estimates 2022,
"Detroit-Warren-Dearborn, MI",Metro,net_international_migration,18000.0,count,2023-07-01,annual,US Census Bureau Population Estimates 2023,
"Detroit-Warren-Dearborn, MI",Metro,net_international_migration,18000.0,count,2024-07-01,annual,US Census Bureau Population Estimates 2024,
"Detroit-Warren-Dearborn, MI",Metro,per_capita_income,57120.0,USD,2020-01-01,annual,BEA Personal Income 2020,
"Detroit-Warren-Dearborn, MI",Metro,per_capita_income,59230.0,USD,2021-01-01,annual,BEA Personal Income 2021,
"Detroit-Warren-Dearborn, MI",Metro,per_capita_income,60520.0,USD,2022-01-01,annual,BEA Personal Income 2022,
"Detroit-Warren-Dearborn, MI",Metro,per_capita_income,61322.0,USD,2023-01-01,annual,BEA Personal Income 2023,
"Detroit-Warren-Dearborn, MI",Metro,per_capita_income,62300.0,USD,2024-01-01,annual,BEA Personal Income 2024,
"Detroit-Warren-Dearborn, MI",Metro,population,4392041.0,count,2020-07-01,annual,US Census Bureau Vintage 2024 Estimates,
"Detroit-Warren-Dearborn, MI",Metro,population,4380000.0,count,2021-07-01,annual,US Census Bureau Vintage 2024 Estimates,
"Detroit-Warren-Dearborn, MI",Metro,population,4365000.0,count,2022-07-01,annual,US Census Bureau Vintage 2024 Estimates,
"Detroit-Warren-Dearborn, MI",Metro,population,4320000.0,count,2023-07-01,annual,US Census Bureau Vintage 2024 Estimates,
"Detroit-Warren-Dearborn, MI",Metro,population,4350000.0,count,2024-07-01,annual,US Census Bureau Vintage 2024 Estimates,
"Detroit-Warren-Dearborn, MI",Metro,population_growth_rate_yoy,-0.27,percent,2021-07-01,annual,Calculated from US Census Bureau data,
"Detroit-Warren-Dearborn, MI",Metro,population_growth_rate_yoy,-0.34,percent,2022-07-01,annual,Calculated from US Census Bureau data,
"Detroit-Warren-Dearborn, MI",Metro,population_growth_rate_yoy,-1.03,percent,2023-07-01,annual,Calculated from US Census Bureau data,
"Detroit-Warren-Dearborn, MI",Metro,population_growth_rate_yoy,0.69,percent,2024-07-01,annual,Calculated from US Census Bureau data,
"Detroit-Warren-Dearborn, MI",Metro,poverty_rate,15.0,percent,2020-01-01,annual,US Census Bureau ACS 2020,
"Detroit-Warren-Dearborn, MI",Metro,poverty_rate,14.6,percent,2021-01-01,annual,US Census Bureau ACS 2021,
"Detroit-Warren-Dearborn, MI",Metro,poverty_rate,14.3,percent,2022-01-01,annual,US Census Bureau ACS 2022,
"Detroit-Warren-Dearborn, MI",Metro,poverty_rate,14.1,percent,2023-01-01,annual,US Census Bureau ACS 2023,
"Detroit-Warren-Dearborn, MI",Metro,poverty_rate,13.9,percent,2024-01-01,annual,US Census Bureau ACS 2024,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,4.5,percent,2020-01-01,quarterly,BLS LAUS Q1 2020,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,17.2,percent,2020-04-01,quarterly,BLS LAUS Q2 2020,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,14.5,percent,2020-07-01,quarterly,BLS LAUS Q3 2020,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,11.2,percent,2020-10-01,quarterly,BLS LAUS Q4 2020,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,10.8,percent,2021-01-01,quarterly,BLS LAUS Q1 2021,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,9.5,percent,2021-04-01,quarterly,BLS LAUS Q2 2021,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,8.0,percent,2021-07-01,quarterly,BLS LAUS Q3 2021,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,6.8,percent,2021-10-01,quarterly,BLS LAUS Q4 2021,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,6.2,percent,2022-01-01,quarterly,BLS LAUS Q1 2022,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,5.8,percent,2022-04-01,quarterly,BLS LAUS Q2 2022,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,5.5,percent,2022-07-01,quarterly,BLS LAUS Q3 2022,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,5.2,percent,2022-10-01,quarterly,BLS LAUS Q4 2022,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,5.0,percent,2023-01-01,quarterly,BLS LAUS Q1 2023,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,4.8,percent,2023-04-01,quarterly,BLS LAUS Q2 2023,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,4.8,percent,2023-07-01,quarterly,BLS LAUS Q3 2023,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,5.0,percent,2023-10-01,quarterly,BLS LAUS Q4 2023,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,5.1,percent,2024-01-01,quarterly,BLS LAUS Q1 2024,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,5.5,percent,2024-04-01,quarterly,BLS LAUS Q2 2024,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,5.7,percent,2024-07-01,quarterly,BLS LAUS Q3 2024,
"Detroit-Warren-Dearborn, MI",Metro,unemployment_rate,5.8,percent,2024-10-01,quarterly,BLS LAUS Q4 2024,
"Houston-The Woodlands-Sugar Land, TX",Metro,education_bachelor_degree_pct,34.5,percent,2020-01-01,annual,US Census Bureau ACS 2020,Population 25 years and over
"Houston-The Woodlands-Sugar Land, TX",Metro,education_bachelor_degree_pct,35.0,percent,2021-01-01,annual,US Census Bureau ACS 2021,Population 25 years and over
"Houston-The Woodlands-Sugar Land, TX",Metro,education_bachelor_degree_pct,35.4,percent,2022-01-01,annual,US Census Bureau ACS 2022,Population 25 years and over
"Houston-The Woodlands-Sugar Land, TX",Metro,education_bachelor_degree_pct,35.6,percent,2023-01-01,annual,US Census Bureau ACS 2023,Population 25 years and over
"Houston-The Woodlands-Sugar Land, TX",Metro,education_bachelor_degree_pct,35.8,percent,2024-01-01,annual,US Census Bureau ACS 2024,Population 25 years and over
"Houston-The Woodlands-Sugar Land, TX",Metro,employment_total,3200000.0,count,2020-09-01,quarterly,BLS QCEW Q3 2020,
"Houston-The Woodlands-Sugar Land, TX",Metro,employment_total,3280000.0,count,2021-09-01,quarterly,BLS QCEW Q3 2021,
"Houston-The Woodlands-Sugar Land, TX",Metro,employment_total,3380000.0,count,2022-09-01,quarterly,BLS QCEW Q3 2022,
"Houston-The Woodlands-Sugar Land, TX",Metro,employment_total,3438000.0,count,2023-09-01,quarterly,BLS QCEW Q3 2023,
"Houston-The Woodlands-Sugar Land, TX",Metro,employment_total,3500000.0,count,2024-09-01,quarterly,BLS QCEW Q3 2024,
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_growth_rate,12.31,percent,2021-01-01,annual,Calculated from BEA GDP data,
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_growth_rate,17.9,percent,2022-01-01,annual,Calculated from BEA GDP data,
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_growth_rate,10.08,percent,2023-01-01,annual,Calculated from BEA GDP data,
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_growth_rate,7.32,percent,2024-01-01,annual,Calculated from BEA GDP data,
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_per_capita,66879.0,USD,2020-01-01,annual,Calculated from BEA GDP and Census population,
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_per_capita,73773.0,USD,2021-01-01,annual,Calculated from BEA GDP and Census population,
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_per_capita,85739.0,USD,2022-01-01,annual,Calculated from BEA GDP and Census population,
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_per_capita,91734.0,USD,2023-01-01,annual,Calculated from BEA GDP and Census population,
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_per_capita,95944.0,USD,2024-01-01,annual,Calculated from BEA GDP and Census population,
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_total,478200.0,million_USD,2020-01-01,annual,Bureau of Economic Analysis 2020,Current dollars
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_total,537066.0,million_USD,2021-01-01,annual,Bureau of Economic Analysis 2021,Current dollars
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_total,633185.0,million_USD,2022-01-01,annual,Bureau of Economic Analysis 2022,Current dollars
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_total,696999.0,million_USD,2023-01-01,annual,Bureau of Economic Analysis 2023,Current dollars
"Houston-The Woodlands-Sugar Land, TX",Metro,gdp_total,748000.0,million_USD,2024-01-01,annual,Bureau of Economic Analysis 2024,Current dollars
"Houston-The Woodlands-Sugar Land, TX",Metro,gini_coefficient,0.483,index,2020-01-01,annual,US Census Bureau ACS 2020,Income inequality measure
"Houston-The Woodlands-Sugar Land, TX",Metro,gini_coefficient,0.481,index,2021-01-01,annual,US Census Bureau ACS 2021,Income inequality measure
"Houston-The Woodlands-Sugar Land, TX",Metro,gini_coefficient,0.48,index,2022-01-01,annual,US Census Bureau ACS 2022,Income inequality measure
"Houston-The Woodlands-Sugar Land, TX",Metro,gini_coefficient,0.478,index,2023-01-01,annual,US Census Bureau ACS 2023,Income inequality measure
"Houston-The Woodlands-Sugar Land, TX",Metro,gini_coefficient,0.477,index,2024-01-01,annual,US Census Bureau ACS 2024,Income inequality measure
"Houston-The Woodlands-Sugar Land, TX",Metro,highway_congestion_index,70.0,index_0_100,2020-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2020,Higher values indicate more congestion
"Houston-The Woodlands-Sugar Land, TX",Metro,highway_congestion_index,64.0,index_0_100,2021-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2021,Higher values indicate more congestion
"Houston-The Woodlands-Sugar Land, TX",Metro,highway_congestion_index,68.0,index_0_100,2022-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2022,Higher values indicate more congestion
"Houston-The Woodlands-Sugar Land, TX",Metro,highway_congestion_index,70.0,index_0_100,2023-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2023,Higher values indicate more congestion
"Houston-The Woodlands-Sugar Land, TX",Metro,highway_congestion_index,72.0,index_0_100,2024-01-01,annual,Texas A&M Transportation Institute Urban Mobility Report 2024,Higher values indicate more congestion
"Houston-The Woodlands-Sugar Land, TX",Metro,home_price_appreciation_yoy,24.65,percent,2021-01-01,annual,Calculated from home price data,
"Houston-The Woodlands-Sugar Land, TX",Metro,home_price_appreciation_yoy,13.81,percent,2022-01-01,annual,Calculated from home price data,
"Houston-The Woodlands-Sugar Land, TX",Metro,home_price_appreciation_yoy,5.57,percent,2023-01-01,annual,Calculated from home price data,
"Houston-The Woodlands-Sugar Land, TX",Metro,home_price_appreciation_yoy,5.28,percent,2024-01-01,annual,Calculated from home price data,
"Houston-The Woodlands-Sugar Land, TX",Metro,homeownership_rate,60.2,percent,2020-01-01,quarterly,US Census Bureau Housing Vacancies 2020,
"Houston-The Woodlands-Sugar Land, TX",Metro,homeownership_rate,60.6,percent,2021-01-01,quarterly,US Census Bureau Housing Vacancies 2021,
"Houston-The Woodlands-Sugar Land, TX",Metro,homeownership_rate,61.0,percent,2022-01-01,quarterly,US Census Bureau Housing Vacancies 2022,
"Houston-The Woodlands-Sugar Land, TX",Metro,homeownership_rate,61.3,percent,2023-01-01,quarterly,US Census Bureau Housing Vacancies 2023,
"Houston-The Woodlands-Sugar Land, TX",Metro,homeownership_rate,61.5,percent,2024-01-01,quarterly,US Census Bureau Housing Vacancies 2024,
"Houston-The Woodlands-Sugar Land, TX",Metro,income_growth_rate_yoy,4.69,percent,2021-01-01,annual,Calculated from US Census Bureau ACS,
"Houston-The Woodlands-Sugar Land, TX",Metro,income_growth_rate_yoy,4.35,percent,2022-01-01,annual,Calculated from US Census Bureau ACS,
"Houston-The Woodlands-Sugar Land, TX",Metro,income_growth_rate_yoy,3.47,percent,2023-01-01,annual,Calculated from US Census Bureau ACS,
"Houston-The Woodlands-Sugar Land, TX",Metro,income_growth_rate_yoy,3.32,percent,2024-01-01,annual,Calculated from US Census Bureau ACS,
"Houston-The Woodlands-Sugar Land, TX",Metro,labor_force_participation_rate,63.8,percent,2020-01-01,annual,BLS LAUS 2020,Ages 16 and over
"Houston-The Woodlands-Sugar Land, TX",Metro,labor_force_participation_rate,64.0,percent,2021-01-01,annual,BLS LAUS 2021,Ages 16 and over
"Houston-The Woodlands-Sugar Land, TX",Metro,labor_force_participation_rate,64.2,percent,2022-01-01,annual,BLS LAUS 2022,Ages 16 and over
"Houston-The Woodlands-Sugar Land, TX",Metro,labor_force_participation_rate,64.4,percent,2023-01-01,annual,BLS LAUS 2023,Ages 16 and over
